id,category,sub_category,question,answer,source
11,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"مون کي حامله ٿيڻ کانپوءِ بار بار پيشاب ڇو ٿئي ٿو؟","حمل ۾ بار بار پيشاب اچڻ عام ڳالهه آهي ۽ عام طور تي پريشان ٿيڻ جي ڳالهه ناهي۔ پر جيڪڏهن ان ۾ سور ٿئي، يا توهان کي بخار يا پُٺِ ۾ سور هجي ته صحت مرڪز وڃو، ڇاڪاڻ ته اهو انفيڪشن ٿي سگهي ٿو جنهن جي علاج جي ضرورت آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
12,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"حمل جو پتو پوڻ سان ئي ڇا مون کي ڪا دوا شروع ڪرڻ گھرجي؟","ها، صحت ڪارڪن حامله عورتن کي آئرن ۽ فوليڪ ايسڊ جون گوريون ڏيندا آهن۔ اهي ماءُ ۾ خون جي کوٽ ۽ ٻار جي مسئلن کان بچاءَ ۾ مدد ڪن ٿيون۔ صرف اهو ئي کائو جيڪو صحت ڪارڪن توهان کي ڏئي، ان ئي مقدار ۾ جيڪا هو ٻڌائين۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
13,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"فوليڪ ايسڊ ڇا آهي ۽ اهو حمل ۾ ڇو ڏنو ويندو آهي؟","فوليڪ ايسڊ هڪ وٽامن آهي جيڪو حمل دوران آئرن سان گڏ ڏنو ويندو آهي۔ اهو ٻار جي صحيح واڌ ۾ مدد ڪري ٿو ۽ ماءُ ۾ خون جي کوٽ کان بچاءَ ۾ به مددگار آهي۔ توهان جو صحت ڪارڪن اهو توهان کي معائنن دوران ڏيندو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
14,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"مون کي شروعاتي حمل ۾ ٿورو رت اچي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟","حمل دوران ڪنهن به قسم جو رت اچڻ اهڙي نشاني آهي جنهن کي نظرانداز نه ڪجي۔ مهرباني ڪري هاڻي ئي ويجھي صحت مرڪز يا اسپتال وڃو، ۽ پاڻ سان ڪنهن کي به وٺي وڃو۔ اهو بند ٿئي ٿو يا نه اهو ڏسڻ لاءِ انتظار نه ڪريو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
15,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"مون کي ڪيئن خبر پوندي ته آءٌ ڪيترا هفتا حامله آهيان؟","هفتن جو حساب پوئين ماهواري جي پهرين ڏينهن کان ڪيو ويندو آهي۔ جيڪڏهن توهان کي اها تاريخ يقين سان ياد نه هجي ته اسڪين ذريعي اهو معلوم ٿي سگهي ٿو۔ توهان جو صحت ڪارڪن پهرين معائني تي توهان سان گڏ اهو حساب ڪتاب ڪندو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
16,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا مون کي حمل دوران اسڪين ڪرائڻ جي ضرورت آهي؟","ها، چوويهه هفتن کان اڳ هڪ اسڪين ڪرائڻ جي صلاح ڏني ويندي آهي۔ اهو ٻڌائي ٿو ته توهان ڪيترا هفتا حامله آهيو، ڇا هڪ کان وڌيڪ ٻار آهن، ۽ ڇا ٻار جي واڌ سٺي ٿي رهي آهي۔ صحت ڪارڪن کان پڇو ته اهو ڪٿي ڪرائي سگهجي ٿو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
17,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا مون کي پهريان کان کائيندڙ دوائن بابت صحت ڪارڪن کي ٻڌائڻ گھرجي؟","ها، هميشه صحت ڪارڪن کي هر اها دوا ٻڌايو جيڪا توهان وٺي رهيا آهيو، خواه اها دڪان مان هجي يا حڪيم کان۔ ڪجهه دوائون حمل ۾ محفوظ ناهن هونديون۔ حمل دوران پاڻ مرادو ڪا به دوا شروع يا بند نه ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
18,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا هاڻي حامله ٿيڻ کانپوءِ مون کي تماڪ، نسوار يا پان کائڻ ڇڏڻ گھرجي؟","ها۔ صحت ڪارڪن عورتن کي حمل دوران تماڪ ۽ ٻين نقصانڪار شين کان پاسو ڪرڻ جي صلاح ڏين ٿا۔ اهو ڇڏڻ توهان جي ٻار کي بهتر وڌڻ ۾ مدد ڪري ٿو ۽ وقت کان اڳ ڄمڻ جو امڪان گھٽائي ٿو۔ جيڪڏهن ڇڏڻ ۾ مدد جي ضرورت هجي ته صحت ڪارڪن کان پڇو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
19,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا حامله هوندي گھر جو ڪم ۽ روزاني ڪم جاري رکڻ محفوظ آهي؟","عام روزاني سرگرمي عام طور تي محفوظ آهي ۽ حمل ۾ ان جي همت افزائي به ڪئي ويندي آهي۔ تمام وزندار شيون کڻڻ کان پاسو ڪريو ۽ ٿڪاوت محسوس ٿيڻ تي آرام ڪريو۔ جيڪڏهن ڪا سرگرمي سور يا رت اچڻ جو سبب بڻجي ته روڪجي وڃو ۽ صحت ڪارڪن کي ڏسو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
20,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"مون کي ٻار جي حرڪت محسوس ٿيڻ ڪڏهن شروع ٿيندي؟","گھڻيون عورتون حمل جي وچين مهينن ۾ حرڪت محسوس ڪرڻ شروع ڪن ٿيون۔ هڪ دفعو باقاعده حرڪت محسوس ٿيڻ لڳي ته ان تي روزانو ڌيان ڏيو۔ جيڪڏهن حرڪت گھڻو گھٽجي وڃي يا بند ٿي وڃي ته فوراً صحت مرڪز وڃو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
21,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"صحت ڪارڪن هر معائني تي منهنجو بلڊ پريشر ڇو چيڪ ڪندو آهي؟","حمل ۾ بلند بلڊ پريشر ماءُ ۽ ٻار ٻنهي لاءِ خطرناڪ ٿي سگهي ٿو، ۽ اڪثر شروعات ۾ ان جي ڪا به نشاني نظر نه ايندي آهي۔ هر معائني تي ان کي چيڪ ڪرڻ سان اهو شروعات ۾ ئي پڪڙجي وڃي ٿو۔ اهو معائنن جي اهميت جو هڪ وڏو سبب آهي۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
22,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"خون جي کوٽ ڇا آهي ۽ حمل ۾ اها ڇو اهم آهي؟","خون جي کوٽ جو مطلب آهي ته خون ۾ جسم جي چوڌاري آڪسيجن کڻي وڃڻ جي طاقت گھٽ آهي۔ حمل ۾ اها وقت کان اڳ ڄمڻ، ننڍي ٻار ۽ ماءُ لاءِ خطري جو امڪان وڌائي ٿي۔ آئرن جون گوريون ۽ آئرن سان ڀرپور غذا ان کان بچاءَ ۾ مدد ڪن ٿيون۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
23,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا آءٌ حامله ٿي سگهان ٿي جيتوڻيڪ ٽيسٽ ۾ نه اچي؟","تمام جلدي ورتل ٽيسٽ ڪڏهن ڪڏهن نه ڏيکاري سگهي ٿو توڙي جو توهان اصل ۾ حامله هجو۔ جيڪڏهن توهان جي ماهواري اڃا به نه اچي ته ڪجهه ڏينهن پوءِ ٻيهر ٽيسٽ ڪريو يا صحت مرڪز وڃو۔ صحت ڪارڪن ان جي صحيح تصديق ڪري سگهي ٿو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
24,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا حمل جي پهرين خبر پوڻ تي پريشان يا اڻ يقيني محسوس ٿيڻ عام آهي؟","ها، گھڻيون عورتون خوشي ۽ پريشاني ٻنهي کي گڏ محسوس ڪن ٿيون، ۽ اهو عام آهي۔ ڪنهن اعتماد جوڳي ماڻهو سان ڳالهائڻ مددگار ثابت ٿئي ٿو۔ جيڪڏهن پريشاني تمام گھڻي هجي ۽ گھٽجي نه ٿي ته صحت ڪارڪن کي ٻڌايو، ڇاڪاڻ ته مدد موجود آهي۔",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
25,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,"ڇا صحت ڪارڪن کي خبر هجڻ ضروري آهي ته مون کي پوئين حمل ۾ ڪا تڪليف ٿي هئي؟","ها، هميشه کين ڪنهن به اڳوڻي نقصان، وقت کان اڳ ڄمڻ، گھڻو رت اچڻ يا ڏکي ڄڻڻ بابت ٻڌايو۔ اهو کين هن دفعي توهان لاءِ وڌيڪ محفوظ سنڀال جي رٿابندي ۾ مدد ڪري ٿو۔ توهان جيڪا به ڳالهه ٻڌائيندا سا توهان تي دوش لڳائڻ لاءِ استعمال نه ٿيندي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
26,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"حمل جا ٽي مرحلا ڪهڙا آهن؟","حمل کي تقريباً ٽن مهينن جي ٽن حصن ۾ ورهايو ويندو آهي۔ شروعاتي مهينا، وچيان مهينا، ۽ ڄمڻ کان اڳ وارا آخري مهينا۔ هر حصو مختلف تبديليون ۽ مختلف معائنا آڻيندو آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
27,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"حمل جي پهرين ٽن مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟","شروعاتي مهينن ۾ توهان کي طبيعت خراب لڳي سگهي ٿي، تمام گھڻي ٿڪاوت ٿي سگهي ٿي، ۽ بار بار پيشاب ايندو رهي ٿو۔ ٻار تمام ننڍڙو آهي پر تيزيءَ سان وڌي رهيو آهي۔ هن وقت ۾ پنهنجا معائنا ۽ آئرن ۽ فوليڪ ايسڊ جون گوريون شروع ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
28,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"حمل جي وچين مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟","گھڻيون عورتون وچين مهينن ۾ بهتر محسوس ڪن ٿيون ۽ طبيعت خراب لڳڻ گھٽجي وڃي ٿو۔ توهان جو پيٽ وڏو ٿئي ٿو ۽ توهان کي ٻار جي حرڪت محسوس ٿيڻ شروع ٿئي ٿي۔ اهو اهو ئي وقت آهي جڏهن عام طور تي اسڪين ڪرائجي ٿي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
29,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"حمل جي آخري مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟","آخري مهينن ۾ ٻار تيزيءَ سان وڌي ٿو ۽ توهان کي ڳرو، ساهه کڄندڙ يا پُٺِ ۾ سور محسوس ٿي سگهي ٿو۔ معائنا وڌيڪ بار بار ٿيڻ لڳن ٿا۔ اهو محفوظ ڄڻڻ لاءِ تياري ڪرڻ جو وقت آهي، صحت جي هڪ سهولت تي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
30,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"منهنجا معائنا ڪڏهن ٿيڻ گھرجن؟","پهريون معائنو ٻارهن هفتن کان اڳ ٿيڻ گھرجي، پوءِ تقريباً ويهن هفتن جي ڀرسان، ۽ پوءِ حمل جيئن اڳتي وڌي ٿو تيئن وڌيڪ بار بار، آخري معائنا توهان جي مقرر تاريخ جي ويجھو۔ ڪل ملائي گھٽ ۾ گھٽ اٺ ملاقاتون صلاح ڏنيون وينديون آهن۔ توهان جو صحت ڪارڪن توهان کي تاريخون ٻڌائيندو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
31,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"آخر ۾ معائنا وڌيڪ بار بار ڇو ٿي وڃن ٿا؟","بلند بلڊ پريشر ۽ ٻار جي سست واڌ جهڙا مسئلا حمل جي پوئين حصي ۾ ظاهر ٿيڻ جو وڌيڪ امڪان هوندو آهي۔ وڌيڪ بار بار چڪاس اهي شروعات ۾ ئي معلوم ڪري ٿي۔ اهو اهو به رٿابندي ۾ مدد ڪري ٿو ته توهان ڪٿي ۽ ڪيئن ڄڻينديون۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
32,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"ڇا آخري مهينن ۾ منهنجي پيٽ جو ڪڏهن ڪڏهن سخت ٿي وڃڻ عام آهي؟","ڪڏهن ڪڏهن سخت ٿيڻ عام آهي، جيئن جسم ڄڻڻ لاءِ تيار ٿي رهيو هوندو آهي۔ اهو عام طور تي لنگهي ويندو آهي ۽ سور واري ناهي هوندو۔ پر جيڪڏهن اهو سختي باقاعده، سور واري ٿي وڃي، يا ان سان گڏ رت اچي يا پاڻي وهي ته صحت مرڪز وڃو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
33,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"حمل ۾ منهنجو وزن ڪيترو وڌڻ گھرجي؟","ٻار جي واڌ ڪري ڪجهه وزن وڌڻ عام ۽ متوقع آهي۔ هر عورت لاءِ ڪو هڪ صحيح انگ ناهي۔ توهان جو صحت ڪارڪن هر ملاقات تي چيڪ ڪندو ته ڇا توهان ۽ ٻار سٺي طرح وڌي رهيا آهيو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
34,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"ڇا حمل جي آخري مهينن ۾ ساهه کڻڻ ۾ تڪليف محسوس ٿيڻ عام ڳالهه آهي؟","حمل جي آخري مرحلي ۾ ٿورو ساهه کڄڻ عام آهي، ڇاڪاڻ ته وڌندڙ ٻار مٿي طرف دٻاءُ وجهي ٿو۔ اهو عام طور تي آرام ڪرڻ يا اُٿي ويهڻ سان گھٽ ٿي وڃي ٿو۔ پر اوچتو يا سخت ساهه کڄڻ خطري جي نشاني آهي، تنهنڪري فوراً صحت مرڪز وڃو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
35,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"ڇا حمل جي آخري مرحلي ۾ پُٺِ ڀر سمهڻ محفوظ آهي؟","گھڻيون عورتون آخري مهينن ۾ پاسي ڀر سمهڻ کي وڌيڪ آرامده محسوس ڪن ٿيون۔ توهان جيئن به سمهڻ ۾ آسودو محسوس ڪريو، تڪيا رکي پاڻ کي سهارو ڏيو۔ جيڪڏهن توهان ساهه کڄندڙ يا چرخي جي حالت ۾ اٿو ته پنهنجي ايندڙ معائني تي اهو ٻڌايو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
36,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"مون کي ٻار جي حرڪت ڪيتري ڀيري محسوس ڪرڻ گھرجي؟","هڪ دفعو حرڪت شروع ٿئي ته توهان کي اها روزانو باقاعدگي سان محسوس ٿيڻ گھرجي۔ پنهنجي ٻار جي عام نموني کان واقف ٿيو۔ جيڪڏهن حرڪت گھڻو گھٽجي وڃي يا بند ٿي وڃي ته بنا دير ڪرڻ جي فوراً صحت مرڪز وڃو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
37,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"جيڪڏهن ٻار غلط طرف ليٽيل هجي ته ان جو مطلب ڇا آهي؟","ٻار حمل دوران پنهنجي حالت مٽائيندا رهن ٿا ۽ گھڻا ڄمڻ کان اڳ پاڻ مرادو موٽي پوندا آهن۔ توهان جو صحت ڪارڪن پوئين ملاقاتن تي حالت چيڪ ڪندو۔ جيڪڏهن اهو آخر تائين نه موٽيو هجي ته هو توهان کي صلاح ڏيندو ته ڄمڻ لاءِ ڪهڙي جاءِ سڀ کان محفوظ آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
38,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"ڇا حمل جي آخري مرحلي ۾ پيرن ۾ سوڄ اچڻ عام آهي؟","ڏينهن جي آخر ۾ پيرن ۽ ڳِـٽن ۾ ٿوري سوڄ اچڻ عام آهي۔ پير مٿي ڪري آرام ڪريو۔ پر هٿن ۽ منهن جي سوڄ، خاص ڪري جيڪڏهن ان سان گڏ مٿي جو سور يا نظر ڌنڌلي هجي، اها خطري جي نشاني آهي جنهن لاءِ فوري سنڀال جي ضرورت آهي۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
39,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"مون کي ڄڻڻ لاءِ تياري ڪڏهن شروع ڪرڻ گھرجي؟","آخري مهينن ۾ رٿابندي شروع ڪريو۔ فيصلو ڪريو ته توهان ڪٿي ڄڻينديون، ڪيئن اُتي پهچنديون، توهان سان گڏ ڪير ويندو، ۽ ڪجهه پيسا الڳ رکو۔ رٿابندي هجڻ سان وقت بچي ٿو جيڪڏهن اوچتو دردِ زه شروع ٿي وڃي۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
40,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"پيدائش جي رٿا ڇا آهي ۽ ڇا مون کي ان جي ضرورت آهي؟","پيدائش جي رٿا سادي طرح اڳواٽ اهو فيصلو ڪرڻ آهي ته توهان ڪٿي ڄڻينديون، اُتي ڪيئن سفر ڪنديون، ۽ ڪير توهان جي مدد ڪندو۔ ان جو مطلب آهي ته دردِ زه شروع ٿيڻ وقت گهٽ ابتري ٿئي۔ توهان جو صحت ڪارڪن توهان کي رٿا ٺاهڻ ۾ مدد ڪري سگهي ٿو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
41,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"جيڪڏهن آءٌ پنهنجي مقرر تاريخ کان مٿي وڃان ته ڇا ٿيندو؟","ڪجهه ٻار مقرر تاريخ کان ٿورو پوءِ ايندا آهن۔ پنهنجا معائنا جاري رکو ته جيئن صحت ڪارڪن توهان ۽ ٻار تي نظر رکي سگهي۔ جيڪڏهن ڪجهه ڪرڻ جي ضرورت پوندي ته هو توهان کي صلاح ڏيندو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
42,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"وقت کان اڳ ڄمڻ جو مطلب ڇا آهي؟","وقت کان اڳ ڄمڻ جو مطلب آهي ته ٻار ستٽيهن هفتن پورا ٿيڻ کان اڳ ڄمي ٿو۔ اهڙا ٻار ننڍا هوندا آهن ۽ کين وڌيڪ سنڀال ۽ گرمائش جي ضرورت هوندي آهي۔ باقاعده معائنن لاءِ وڃڻ سان وقت کان اڳ ڄمڻ جو امڪان گھٽجي ٿو۔",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
43,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,"ٻار جي وقت کان اڳ اچڻ جو امڪان ڇا وڌائي ٿو؟","هڪ کان وڌيڪ ٻار هجڻ، انفيڪشن، بلند بلڊ پريشر ۽ ذیابيطس اهي سڀ امڪان وڌائي سگهن ٿا۔ اڪثر ڪري ڪو به سبب معلوم نه ٿيندو آهي۔ باقاعده معائنا انهن مسئلن کي وقت تي معلوم ۽ علاج ڪرڻ ۾ مدد ڪن ٿا۔",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
