id,category,sub_category,question,answer,source
19,Pregnancy & Maternal Health,Confirming & early pregnancy,Is it safe to keep doing my housework and daily work while pregnant?,"Normal daily activity is usually fine and is even encouraged in pregnancy. Avoid lifting very heavy loads and rest when you feel tired. If any activity causes pain or bleeding, stop and see a health worker.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
20,Pregnancy & Maternal Health,Confirming & early pregnancy,When will I start to feel the baby move?,"Most women start to feel movement in the middle months of pregnancy. Once you feel regular movement, take notice of it each day. If the movements become much less or stop, go to a health centre immediately.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
21,Pregnancy & Maternal Health,Confirming & early pregnancy,Why does the health worker check my blood pressure at every visit?,"High blood pressure in pregnancy can be dangerous for you and the baby, and often has no symptoms at first. Checking it at every visit catches it early. This is one of the main reasons check-ups matter.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
22,Pregnancy & Maternal Health,Confirming & early pregnancy,What is anaemia and why does it matter in pregnancy?,"Anaemia means there is not enough strength in the blood to carry oxygen around the body. In pregnancy it raises the risk of early birth, a small baby, and danger to the mother. Iron tablets and iron-rich food help prevent it.",https://www.who.int/news-room/fact-sheets/detail/anaemia
23,Pregnancy & Maternal Health,Confirming & early pregnancy,Can I be pregnant even if the test says no?,"A test taken very early can sometimes show no when you are actually pregnant. If your period still does not come, take another test after some days or visit a health centre. A health worker can confirm it properly.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
24,Pregnancy & Maternal Health,Confirming & early pregnancy,Is it normal to feel worried or unsure when I first learn I am pregnant?,"Yes, many women feel a mix of happiness and worry, and that is normal. Talking to someone you trust helps. If the worry is heavy and does not lift, tell a health worker, because support is available.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
25,Pregnancy & Maternal Health,Confirming & early pregnancy,Does the health worker need to know if I have had problems in an earlier pregnancy?,"Yes, always tell them about any earlier loss, early birth, heavy bleeding or difficult delivery. This helps them plan safer care for you this time. Nothing you say will be used to judge you.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
26,Pregnancy & Maternal Health,Trimester-by-trimester care,What are the three stages of pregnancy?,"Pregnancy is divided into three parts of about three months each. The early months, the middle months, and the last months before birth. Each part brings different changes and different check-ups.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
27,Pregnancy & Maternal Health,Trimester-by-trimester care,What should I expect in the first three months of pregnancy?,"In the early months you may feel sick, very tired, and need to pass urine often. The baby is very small but growing quickly. Start your check-ups and your iron and folic acid tablets in this time.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
28,Pregnancy & Maternal Health,Trimester-by-trimester care,What should I expect in the middle months of pregnancy?,Many women feel better in the middle months and the sickness settles. Your stomach grows and you begin to feel the baby move. This is also when a scan is usually done.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
29,Pregnancy & Maternal Health,Trimester-by-trimester care,What should I expect in the last months of pregnancy?,"In the last months the baby grows fast and you may feel heavy, short of breath, or have back pain. Check-ups become more frequent. This is the time to prepare for a safe delivery at a health facility.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
30,Pregnancy & Maternal Health,Trimester-by-trimester care,When are my check-ups supposed to happen?,"The first should be before twelve weeks, then around twenty weeks, and then more often as the pregnancy goes on, with the last ones close to your due date. In total at least eight visits are advised. Your health worker will give you the dates.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
31,Pregnancy & Maternal Health,Trimester-by-trimester care,Why do check-ups become more frequent near the end?,Problems such as high blood pressure and poor baby growth are more likely to appear late in pregnancy. More frequent checks find them early. It also helps plan where and how you will deliver.,https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
32,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it normal for my stomach to feel tight sometimes in the later months?,"Occasional tightening is common as the body prepares for birth. It usually passes and is not painful. But if the tightening becomes regular, painful, or comes with bleeding or water leaking, go to a health centre.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
33,Pregnancy & Maternal Health,Trimester-by-trimester care,How much weight should I gain in pregnancy?,Some weight gain is normal and expected because the baby is growing. There is no single right number for every woman. Your health worker will check at each visit whether you and the baby are growing well.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
34,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it normal to feel short of breath in late pregnancy?,"Mild breathlessness is common late in pregnancy because the growing baby presses upward. It usually eases when you rest or sit up. But sudden or severe difficulty breathing is a danger sign, so go to a health centre at once.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
35,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it safe to sleep on my back in late pregnancy?,"Many women find lying on their side more comfortable in the later months. Use pillows to support yourself however you sleep best. If you wake feeling breathless or dizzy, mention it at your next check-up.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
36,Pregnancy & Maternal Health,Trimester-by-trimester care,How often should I feel the baby moving?,"Once movements start, you should feel them regularly each day. Get to know your baby's usual pattern. If movements become much less or stop, go to a health centre immediately without waiting.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
37,Pregnancy & Maternal Health,Trimester-by-trimester care,What does it mean if the baby is lying the wrong way?,"Babies move position during pregnancy and many turn on their own before birth. Your health worker will check the position at your later visits. If it has not turned near the end, they will advise you where it is safest to deliver.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
38,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it normal to have swelling in my feet in late pregnancy?,"Mild swelling in the feet and ankles at the end of the day is common. Rest with your feet raised. But swelling of the hands and face, especially with headache or blurred vision, is a danger sign that needs urgent care.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
39,Pregnancy & Maternal Health,Trimester-by-trimester care,When should I start preparing for the delivery?,"Start planning in the last months. Decide where you will deliver, how you will get there, who will go with you, and keep some money aside. Having a plan saves time if labour starts suddenly.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
40,Pregnancy & Maternal Health,Trimester-by-trimester care,What is a birth plan and do I need one?,"A birth plan is simply deciding in advance where you will give birth, how you will travel there, and who will help you. It means less confusion when labour starts. Your health worker can help you make one.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
41,Pregnancy & Maternal Health,Trimester-by-trimester care,What if I go past my expected date of delivery?,Some babies come a little after the expected date. Keep going for your check-ups so the health worker can watch you and the baby. They will advise you if anything needs to be done.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
42,Pregnancy & Maternal Health,Trimester-by-trimester care,What does preterm birth mean?,Preterm means the baby is born before thirty-seven weeks of pregnancy are completed. These babies are smaller and need extra care and warmth. Going for regular check-ups helps lower the chance of an early birth.,https://www.who.int/news-room/fact-sheets/detail/preterm-birth
43,Pregnancy & Maternal Health,Trimester-by-trimester care,What raises the chance of the baby coming early?,"Carrying more than one baby, infections, high blood pressure and diabetes can all raise the chance. Often no cause is found at all. Regular check-ups help find and treat these problems in time.",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
44,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it safe to travel while pregnant?,"Short, normal travel is usually fine in a healthy pregnancy. Avoid long, rough journeys near your due date, and never travel far from care if you have had problems. Ask your health worker before any long journey.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
45,Pregnancy & Maternal Health,Trimester-by-trimester care,Should I keep doing my check-ups even if I feel completely well?,"Yes. Some serious problems, like high blood pressure, give no warning signs at first. Check-ups find them while they can still be treated easily. Feeling well is not proof that all is well.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
46,Pregnancy & Maternal Health,Trimester-by-trimester care,Can I carry my older child while I am pregnant?,"Light carrying is usually fine, but avoid lifting heavy weights, especially in the later months. Ask family to help with the heavier work. If lifting causes pain or bleeding, stop and see a health worker.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
47,Pregnancy & Maternal Health,Trimester-by-trimester care,Is it normal to have trouble sleeping in late pregnancy?,"Yes, sleep often becomes difficult in the last months because of the size of the baby and needing to pass urine. Rest in the day when you can. Mention it at your check-up if it is troubling you a lot.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
48,Pregnancy & Maternal Health,Trimester-by-trimester care,Do I need to do anything different if I am carrying twins?,"Yes, carrying more than one baby needs closer watching, because the babies are more likely to come early. You will need more check-ups. Plan to deliver at a facility that can care for more than one baby.",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
49,Pregnancy & Maternal Health,Trimester-by-trimester care,Why is the health worker measuring my stomach at each visit?,"Measuring shows whether the baby is growing at the expected rate. If the growth seems slow or too fast, they can look into it. It is a simple, painless check.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
50,Pregnancy & Maternal Health,Trimester-by-trimester care,When should I stop heavy field or farm work?,"Continue only as long as it feels comfortable, and stop heavy lifting and long hours in the later months. Rest and water are important. If work brings on pain, bleeding or tightening, stop and go to a health centre.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
51,Pregnancy & Maternal Health,Antenatal visits & tests,What is an antenatal check-up?,"It is a visit to a health worker during pregnancy to check that you and the baby are well. They check your blood pressure, your blood, and the baby's growth. It is the main way to catch problems early.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
52,Pregnancy & Maternal Health,Antenatal visits & tests,How many antenatal visits does a pregnant woman need?,"At least eight visits are recommended across the pregnancy. This is more than the four that used to be advised, because more visits mean fewer babies lost. Start the first one before twelve weeks.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
53,Pregnancy & Maternal Health,Antenatal visits & tests,When should the first antenatal visit be?,"Within the first twelve weeks of pregnancy, as early as you can manage. Early visits allow iron tablets to be started and problems to be found in time. Do not wait for symptoms.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
54,Pregnancy & Maternal Health,Antenatal visits & tests,Does going for more check-ups really make a difference?,Yes. Having eight or more visits instead of four lowers the number of babies who die around the time of birth. Each visit is a chance to find a problem early. It is worth the journey.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
55,Pregnancy & Maternal Health,Antenatal visits & tests,What happens at an antenatal visit?,"The health worker checks your blood pressure, weight and the size of your stomach, listens to the baby, and asks how you feel. They may take blood or urine. They also give you iron and folic acid tablets.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
56,Pregnancy & Maternal Health,Antenatal visits & tests,Why is my blood pressure checked every time?,Because high blood pressure in pregnancy can become dangerous and often gives no warning signs at first. Catching it early allows treatment before it harms you or the baby. It takes only a moment to check.,https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
57,Pregnancy & Maternal Health,Antenatal visits & tests,Why is my urine tested in pregnancy?,"Urine is checked for signs of infection and for protein, which can be an early sign of a blood pressure problem. Both are easier to treat when found early. It is a simple test.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
58,Pregnancy & Maternal Health,Antenatal visits & tests,Why is my blood tested in pregnancy?,"Blood tests show whether you have low blood, which is common in pregnancy and can be treated. They also check for infections that could affect the baby. Ask the health worker to explain your results.",https://www.who.int/news-room/fact-sheets/detail/anaemia
59,Pregnancy & Maternal Health,Antenatal visits & tests,When should I have a scan during pregnancy?,"One scan before twenty-four weeks is recommended. It confirms how many weeks pregnant you are, shows whether there is more than one baby, and checks the baby's growth. Ask where the nearest one is available.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
60,Pregnancy & Maternal Health,Antenatal visits & tests,Is a scan safe for the baby?,"Yes, a pregnancy scan is a routine and safe part of antenatal care. It uses sound, not an injection or medicine. It gives the health worker important information about the baby.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
61,Pregnancy & Maternal Health,Antenatal visits & tests,Can I have a scan later than twenty-four weeks if I could not go earlier?,"Yes, a later scan is still useful, but the earlier one gives better information about dates. Go as soon as you are able. Do not skip it because you missed the ideal time.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
62,Pregnancy & Maternal Health,Antenatal visits & tests,Do I need to go for check-ups if this is not my first baby?,"Yes. Every pregnancy is different, and problems can appear even if earlier pregnancies were easy. The same eight visits are advised. Tell the health worker about your earlier pregnancies too.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
63,Pregnancy & Maternal Health,Antenatal visits & tests,What should I take with me to my check-up?,"Take any card or record from earlier visits, a list of any medicines you take, and someone with you if you can. Write down anything you want to ask. Keep your card safe as it holds your history.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
64,Pregnancy & Maternal Health,Antenatal visits & tests,What should I tell the health worker at my check-up?,"Tell them about any bleeding, pain, fever, headache, swelling, or change in the baby's movement. Also tell them about earlier pregnancy problems and any medicine you take. Nothing is too small to mention.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
65,Pregnancy & Maternal Health,Antenatal visits & tests,Can I ask questions at my check-up?,"Yes, you have every right to ask. Ask about anything you do not understand, including your test results and where you should deliver. A good health worker will explain in words you understand.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
66,Pregnancy & Maternal Health,Antenatal visits & tests,What if the health centre is far from my village?,"Try to plan the journey in advance and go with someone. Ask whether a lady health worker visits your area, as some checks can be done closer to home. Missing all visits carries a real risk, so go when you can.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
67,Pregnancy & Maternal Health,Antenatal visits & tests,Can a lady health worker do my check-ups instead of a doctor?,A trained lady health worker can do many parts of a check-up and knows when to send you to a health centre. Use her as your first contact. She can also help arrange the visits you need at a facility.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
68,Pregnancy & Maternal Health,Antenatal visits & tests,What is the card the health worker gives me for?,"It is the record of your pregnancy, showing your visits, tests and results. Take it to every visit and to your delivery. It helps whoever cares for you know your history.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
69,Pregnancy & Maternal Health,Antenatal visits & tests,What should I do if I missed a check-up?,Go as soon as you can rather than waiting for the next planned date. Tell them which visit you missed. It is always better to go late than not at all.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
70,Pregnancy & Maternal Health,Antenatal visits & tests,Will I be counselled about food and activity at my visits?,"Yes, health workers advise pregnant women on healthy food, on staying active, and on avoiding tobacco and other harmful substances. They also help with common problems like sickness and back pain. Ask if they do not raise it.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
71,Pregnancy & Maternal Health,Antenatal visits & tests,Will they ask me about tobacco or other substances?,"Yes, this is asked at visits so that you can be supported to stop. It is asked to help you, not to shame you. Answering honestly gives you and the baby the best care.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
72,Pregnancy & Maternal Health,Antenatal visits & tests,"Will anyone ask about how I am feeling in my mind, not just my body?","Yes, your mood and worries are a normal part of care. Tell the health worker if you feel low, very anxious, or unable to cope. Support is available and it is not something to hide.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
73,Pregnancy & Maternal Health,Antenatal visits & tests,What does it mean if my blood test shows low blood?,"It means your blood is not carrying oxygen as well as it should, which is common in pregnancy. It is treated with iron tablets and iron-rich food. Follow the health worker's advice and go back for a repeat check.",https://www.who.int/news-room/fact-sheets/detail/anaemia
74,Pregnancy & Maternal Health,Antenatal visits & tests,What does protein in my urine mean?,"It can be an early sign of a blood pressure problem in pregnancy that needs watching. It does not always mean something serious, but it must be followed up. Go back for the checks the health worker asks for.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
75,Pregnancy & Maternal Health,Antenatal visits & tests,Is antenatal care only for women who feel unwell?,"No, it is for every pregnant woman, even those who feel completely fine. Many dangerous problems have no early symptoms. That is exactly why routine checks matter.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
76,Pregnancy & Maternal Health,Antenatal visits & tests,Should my husband or mother-in-law come with me to check-ups?,Bringing someone you trust can help you remember what is said and support you in getting care. It also helps the family understand the plan for delivery. You may also ask to speak to the health worker alone if you wish.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
77,Pregnancy & Maternal Health,Antenatal visits & tests,What if I cannot afford the check-ups?,"Ask at the government health centre or your lady health worker, as many antenatal services are free or low cost. Do not skip care because of cost before asking. Someone at the centre can tell you what is available.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
78,Pregnancy & Maternal Health,Antenatal visits & tests,Do I still need check-ups if a family elder says everything looks fine?,"Yes. Experience is valuable, but blood pressure, low blood and the baby's growth cannot be judged by looking. Only a check-up can measure these. Go for the visits as well.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
79,Pregnancy & Maternal Health,Antenatal visits & tests,Will they tell me whether the baby is a boy or a girl?,"A scan is done to check the baby's health, growth and dates, not to tell the sex. Practices differ from place to place. The important thing the scan gives you is information about the baby's wellbeing.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
80,Pregnancy & Maternal Health,Antenatal visits & tests,How will I know where I should deliver?,Your health worker will advise you based on your health and any problems found at your check-ups. In most cases delivering at a facility with a skilled birth attendant is safest. Agree the place and the transport in advance.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
81,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Why do I feel sick and vomit during pregnancy?,"Feeling sick is a common change in early pregnancy and usually improves after the first few months. Eating small amounts more often can help. If you cannot keep down food or water at all, go to a health centre.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
82,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,What can I do about morning sickness?,"Try eating small, plain meals more often rather than large ones, and get up slowly in the morning. Drink water through the day. If the vomiting is severe or constant, see a health worker rather than trying remedies at home.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
83,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Is heartburn normal in pregnancy?,"Yes, burning in the chest is a common pregnancy complaint. Eating smaller meals and not lying down straight after eating can help. Tell your health worker if it is troubling you, and do not take medicines on your own.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
84,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,I have constipation in pregnancy. What should I do?,"Constipation is a common pregnancy complaint. Drinking more water and eating vegetables, fruit and whole grains helps. Mention it at your check-up rather than taking any medicine yourself.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
85,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Why do I get cramps in my legs at night?,Leg cramps are a common complaint during pregnancy. Gently stretching the leg and moving about in the day can help. Raise the matter at your check-up if they happen often.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
86,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,I have back pain in pregnancy. Is that normal?,"Low back pain is a common pregnancy complaint, especially as the baby grows. Sitting with support, avoiding heavy lifting and gentle movement can help. Health workers can advise you on it at your visits.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
87,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,I have pain low down in my hips. Is that normal?,Pelvic pain is a recognised discomfort of pregnancy as the body prepares for birth. Avoid heavy lifting and rest when it is bad. But severe stomach pain is different and needs urgent care.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
88,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,What are the swollen veins on my legs in pregnancy?,Swollen veins in the legs are a common change in pregnancy. Resting with the legs raised and avoiding standing for very long can help. Mention them at your check-up if they are painful.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
89,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Is it normal to feel dizzy in pregnancy?,"Mild dizziness on standing up quickly happens to many pregnant women. Get up slowly and eat and drink regularly. But if you faint, or feel dizzy along with breathlessness or a very pale look, see a health worker, as it can be low blood.",https://www.who.int/news-room/fact-sheets/detail/anaemia
90,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Why am I so tired all the time in pregnancy?,"Tiredness is normal because your body is working harder. Rest when you can and eat well. If the tiredness is severe and comes with dizziness, headache or cold hands and feet, ask to be checked for low blood.",https://www.who.int/news-room/fact-sheets/detail/anaemia
91,Pregnancy & Maternal Health,Pregnancy discomforts & symptoms,Is some extra discharge normal in pregnancy?,"A mild increase in clear or white discharge is common in pregnancy. But discharge that smells bad, itches, or comes with fever is not normal. Go to a health centre for that, as it may need treatment.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
